ticker,date,open,high,low,close,adj_close,volume
,,META,META,META,META,META,META
META,2025-09-24,757.5,761.1099853515625,752.530029296875,760.6599731445312,760.6599731445312,8828200
META,2025-09-25,753.4500122070312,756.77001953125,744.5499877929688,748.9099731445312,748.9099731445312,10591100
META,2025-09-26,750.0,751.9299926757812,737.3499755859375,743.75,743.75,9696300
META,2025-09-29,748.719970703125,750.780029296875,739.1500244140625,743.4000244140625,743.4000244140625,9246800
META,2025-09-30,742.25,742.969970703125,726.2999877929688,734.3800048828125,734.3800048828125,16226800
META,2025-10-01,721.489990234375,721.8499755859375,710.2000122070312,717.3400268554688,717.3400268554688,20419600
META,2025-10-02,722.5800170898438,727.77001953125,718.1400146484375,727.0499877929688,727.0499877929688,11415300
META,2025-10-03,729.6300048828125,731.0,710.1799926757812,710.5599975585938,710.5599975585938,16154300
META,2025-10-06,705.1900024414062,716.8800048828125,690.510009765625,715.6599731445312,715.6599731445312,21654700
META,2025-10-07,717.719970703125,718.5,705.75,713.0800170898438,713.0800170898438,12062900
META,2025-10-08,713.4500122070312,719.6500244140625,707.8099975585938,717.8400268554688,717.8400268554688,10790600
META,2025-10-09,718.280029296875,733.510009765625,712.4400024414062,733.510009765625,733.510009765625,12717200
META,2025-10-10,730.9199829101562,735.27001953125,704.510009765625,705.2999877929688,705.2999877929688,16980100
META,2025-10-13,713.010009765625,719.9400024414062,707.6400146484375,715.7000122070312,715.7000122070312,9251800
META,2025-10-14,707.780029296875,715.5499877929688,699.3300170898438,708.6500244140625,708.6500244140625,8829800
META,2025-10-15,717.0599975585938,723.9000244140625,709.510009765625,717.5499877929688,717.5499877929688,10246800
META,2025-10-16,717.5499877929688,725.489990234375,703.8800048828125,712.0700073242188,712.0700073242188,9017000
META,2025-10-17,707.0800170898438,718.5399780273438,706.1199951171875,716.9199829101562,716.9199829101562,12232400
META,2025-10-20,721.1900024414062,733.77001953125,720.1799926757812,732.1699829101562,732.1699829101562,8900200
META,2025-10-21,736.02001953125,738.5,728.75,733.27001953125,733.27001953125,7647300
META,2025-10-22,733.8300170898438,740.5999755859375,724.030029296875,733.4099731445312,733.4099731445312,8734500
META,2025-10-23,734.7000122070312,742.4099731445312,733.0999755859375,734.0,734.0,9856000
META,2025-10-24,736.7899780273438,741.2100219726562,731.1500244140625,738.3599853515625,738.3599853515625,9151300
META,2025-10-27,749.72998046875,755.75,748.010009765625,750.8200073242188,750.8200073242188,11321100
META,2025-10-28,752.6300048828125,758.4000244140625,745.52001953125,751.4400024414062,751.4400024414062,12193800
META,2025-10-29,754.75,759.1599731445312,742.510009765625,751.6699829101562,751.6699829101562,26818600
META,2025-10-30,669.1500244140625,680.9600219726562,650.1699829101562,666.469970703125,666.469970703125,88440100
META,2025-10-31,674.510009765625,674.8900146484375,645.5700073242188,648.3499755859375,648.3499755859375,56953200
META,2025-11-03,656.0,659.3300170898438,636.1799926757812,637.7100219726562,637.7100219726562,32845900
META,2025-11-04,628.0399780273438,641.7399291992188,626.3300170898438,632.4849853515625,632.4849853515625,13713012
