ticker,date,open,high,low,close,adj_close,volume
,,POLI.TA,POLI.TA,POLI.TA,POLI.TA,POLI.TA,POLI.TA
POLI.TA,2025-09-11,6570.0,6599.0,6355.0,6377.0,6377.0,2975720
POLI.TA,2025-09-14,6375.0,6376.0,6263.0,6365.0,6365.0,977849
POLI.TA,2025-09-15,6365.0,6466.0,6244.0,6368.0,6368.0,2755433
POLI.TA,2025-09-16,6347.0,6420.0,6243.0,6399.0,6399.0,3674688
POLI.TA,2025-09-17,6415.0,6466.0,6181.0,6184.0,6184.0,3329560
POLI.TA,2025-09-18,6211.0,6263.0,6140.0,6225.0,6225.0,5155261
POLI.TA,2025-09-21,6250.0,6310.0,6107.0,6121.0,6121.0,2748113
POLI.TA,2025-09-25,6172.0,6259.0,6150.0,6250.0,6250.0,5382734
POLI.TA,2025-09-28,6420.0,6530.0,6363.0,6530.0,6530.0,1560538
POLI.TA,2025-09-29,6548.0,6575.0,6381.0,6469.0,6469.0,4249426
POLI.TA,2025-09-30,6557.0,6732.0,6510.0,6732.0,6732.0,5031565
POLI.TA,2025-10-05,6732.0,6732.0,6732.0,6732.0,6732.0,0
POLI.TA,2025-10-08,6485.0,6504.0,6380.0,6437.0,6437.0,3803273
POLI.TA,2025-10-09,6536.0,6598.0,6440.0,6560.0,6560.0,4475264
POLI.TA,2025-10-12,6470.0,6544.0,6460.0,6537.0,6537.0,993555
POLI.TA,2025-10-15,6610.0,6680.0,6474.0,6498.0,6498.0,3734001
POLI.TA,2025-10-16,6479.0,6485.0,6227.0,6255.0,6255.0,5446739
POLI.TA,2025-10-19,6288.0,6290.0,6160.0,6240.0,6240.0,2014838
POLI.TA,2025-10-20,6302.0,6481.0,6301.0,6481.0,6481.0,2925855
POLI.TA,2025-10-21,6481.0,6481.0,6342.0,6381.0,6381.0,2052139
POLI.TA,2025-10-22,6399.0,6491.0,6374.0,6484.0,6484.0,2087982
POLI.TA,2025-10-23,6443.0,6513.0,6407.0,6484.0,6484.0,2995679
POLI.TA,2025-10-26,6530.0,6539.0,6450.0,6472.0,6472.0,1076839
POLI.TA,2025-10-27,6488.0,6545.0,6481.0,6507.0,6507.0,2867132
POLI.TA,2025-10-28,6508.0,6560.0,6451.0,6495.0,6495.0,2411778
POLI.TA,2025-10-29,6527.0,6580.0,6503.0,6566.0,6566.0,2246772
POLI.TA,2025-10-30,6616.0,6640.0,6572.0,6630.0,6630.0,7547769
POLI.TA,2025-11-02,6645.0,6665.0,6571.0,6610.0,6610.0,976680
POLI.TA,2025-11-03,6640.0,6804.0,6571.0,6791.0,6791.0,3238087
POLI.TA,2025-11-04,6760.0,6806.0,6597.0,6660.0,6660.0,4849829
