ticker,date,open,high,low,close,adj_close,volume
,,CYBR,CYBR,CYBR,CYBR,CYBR,CYBR
CYBR,2025-09-24,481.8800048828125,486.3399963378906,473.8999938964844,475.19000244140625,475.19000244140625,659000
CYBR,2025-09-25,474.0299987792969,484.5450134277344,469.0,480.5400085449219,480.5400085449219,720200
CYBR,2025-09-26,478.1199951171875,483.8680114746094,477.3900146484375,480.45001220703125,480.45001220703125,486900
CYBR,2025-09-29,482.0,486.2099914550781,481.5299987792969,483.82000732421875,483.82000732421875,531900
CYBR,2025-09-30,482.0899963378906,488.29998779296875,479.7799987792969,483.1499938964844,483.1499938964844,432500
CYBR,2025-10-01,480.4700012207031,490.8999938964844,477.7900085449219,490.1700134277344,490.1700134277344,588700
CYBR,2025-10-02,491.5,496.29998779296875,487.5199890136719,495.010009765625,495.010009765625,387600
CYBR,2025-10-03,495.1000061035156,501.0799865722656,490.29998779296875,490.3900146484375,490.3900146484375,407900
CYBR,2025-10-06,494.1000061035156,505.17498779296875,494.1000061035156,503.07000732421875,503.07000732421875,384100
CYBR,2025-10-07,503.25,504.8599853515625,493.8500061035156,499.2300109863281,499.2300109863281,418800
CYBR,2025-10-08,502.8999938964844,514.2849731445312,502.8999938964844,514.0599975585938,514.0599975585938,323200
CYBR,2025-10-09,512.0399780273438,513.47998046875,506.05999755859375,508.07000732421875,508.07000732421875,1357800
CYBR,2025-10-10,508.760009765625,512.3900146484375,492.7250061035156,493.5199890136719,493.5199890136719,853000
CYBR,2025-10-13,499.260009765625,506.42999267578125,499.260009765625,504.0199890136719,504.0199890136719,531000
CYBR,2025-10-14,493.989990234375,497.20001220703125,489.7699890136719,491.29998779296875,491.29998779296875,408900
CYBR,2025-10-15,491.29998779296875,497.4049987792969,481.9599914550781,488.9100036621094,488.9100036621094,651500
CYBR,2025-10-16,491.010009765625,496.3800048828125,485.010009765625,486.3900146484375,486.3900146484375,286700
CYBR,2025-10-17,482.1199951171875,493.6600036621094,482.1199951171875,490.95001220703125,490.95001220703125,471800
CYBR,2025-10-20,493.9700012207031,502.0400085449219,493.9700012207031,500.489990234375,500.489990234375,299100
CYBR,2025-10-21,499.1000061035156,507.2099914550781,498.8399963378906,506.0799865722656,506.0799865722656,334200
CYBR,2025-10-22,505.739990234375,507.07000732421875,498.239990234375,501.20001220703125,501.20001220703125,544100
CYBR,2025-10-23,501.9599914550781,510.30999755859375,501.80999755859375,507.0400085449219,507.0400085449219,598900
CYBR,2025-10-24,510.29998779296875,514.1500244140625,508.6400146484375,511.92999267578125,511.92999267578125,437400
CYBR,2025-10-27,517.9000244140625,520.3499755859375,514.530029296875,519.8099975585938,519.8099975585938,459600
CYBR,2025-10-28,523.0,526.1900024414062,518.8499755859375,522.02001953125,522.02001953125,894700
CYBR,2025-10-29,517.0700073242188,518.3800048828125,510.989990234375,513.469970703125,513.469970703125,600900
CYBR,2025-10-30,511.4599914550781,522.864990234375,511.4599914550781,516.469970703125,516.469970703125,489500
CYBR,2025-10-31,518.760009765625,522.635009765625,513.969970703125,520.780029296875,520.780029296875,473000
CYBR,2025-11-03,518.0,521.010009765625,511.2699890136719,518.9600219726562,518.9600219726562,562000
CYBR,2025-11-04,510.239990234375,515.5889892578125,503.8999938964844,506.07000732421875,506.07000732421875,148436
