date,open,high,low,close,adj_close,volume
,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
2025-10-23,219.0,221.3000030517578,218.17999267578125,221.08999633789062,221.08999633789062,31540000
2025-10-24,221.97000122070312,225.39999389648438,221.89999389648438,224.2100067138672,224.2100067138672,38685100
2025-10-27,227.66000366210938,228.39999389648438,225.5399932861328,226.97000122070312,226.97000122070312,38267000
2025-10-28,228.22000122070312,231.49000549316406,226.2100067138672,229.25,229.25,47100000
2025-10-29,231.6699981689453,232.82000732421875,227.75999450683594,230.3000030517578,230.3000030517578,52036200
2025-10-30,227.05999755859375,228.44000244140625,222.75,222.86000061035156,222.86000061035156,102252900
2025-10-31,250.10000610351562,250.5,243.97999572753906,244.22000122070312,244.22000122070312,166340800
2025-11-03,255.36000061035156,258.6000061035156,252.89999389648438,254.0,254.0,95997800
2025-11-04,250.3800048828125,257.010009765625,248.66000366210938,249.32000732421875,249.32000732421875,51546300
2025-11-05,249.02999877929688,251.0,246.16000366210938,250.1999969482422,250.1999969482422,40610700
2025-11-06,249.16000366210938,250.3800048828125,242.1699981689453,243.0399932861328,243.0399932861328,46004200
2025-11-07,242.89999389648438,244.89999389648438,238.49000549316406,244.41000366210938,244.41000366210938,46374300
2025-11-10,248.33999633789062,251.75,245.58999633789062,248.39999389648438,248.39999389648438,36476500
2025-11-11,248.41000366210938,249.75,247.22999572753906,249.10000610351562,249.10000610351562,23564100
2025-11-12,250.24000549316406,250.3699951171875,243.75,244.1999969482422,244.1999969482422,31190100
2025-11-13,243.0500030517578,243.75,236.5,237.5800018310547,237.5800018310547,41401700
2025-11-14,235.05999755859375,238.72999572753906,232.88999938964844,234.69000244140625,234.69000244140625,38956700
2025-11-17,233.25,234.60000610351562,229.19000244140625,232.8699951171875,232.8699951171875,59919000
2025-11-18,228.10000610351562,230.1999969482422,222.4199981689453,222.5500030517578,222.5500030517578,60608400
2025-11-19,223.74000549316406,223.74000549316406,218.52000427246094,222.69000244140625,222.69000244140625,58335600
2025-11-20,227.0500030517578,227.41000366210938,216.74000549316406,217.13999938964844,217.13999938964844,50309000
2025-11-21,216.35000610351562,222.2100067138672,215.17999267578125,220.69000244140625,220.69000244140625,68490500
2025-11-24,222.55999755859375,227.3300018310547,222.27000427246094,226.27999877929688,226.27999877929688,54318400
2025-11-25,226.3800048828125,230.52000427246094,223.8000030517578,229.6699981689453,229.6699981689453,39379300
2025-11-26,230.74000549316406,231.75,228.77000427246094,229.16000366210938,229.16000366210938,38497900
2025-11-28,231.24000549316406,233.2899932861328,230.22000122070312,233.22000122070312,233.22000122070312,20292300
2025-12-01,233.22000122070312,235.8000030517578,232.25,233.8800048828125,233.8800048828125,42904000
2025-12-02,235.00999450683594,238.97000122070312,233.5500030517578,234.4199981689453,234.4199981689453,45785400
2025-12-03,233.35000610351562,233.3800048828125,230.61000061035156,232.3800048828125,232.3800048828125,35424000
2025-12-04,232.77000427246094,233.5,226.8000030517578,227.80499267578125,227.80499267578125,22366395
