ticker,date,open,high,low,close,adj_close,volume
,,ETH,ETH,ETH,ETH,ETH,ETH
ETH,2025-09-24,39.34000015258789,39.625,39.06999969482422,39.18000030517578,39.18000030517578,2345300
ETH,2025-09-25,37.650001525878906,37.869998931884766,35.95000076293945,36.849998474121094,36.849998474121094,9744300
ETH,2025-09-26,36.88999938964844,38.35499954223633,36.79999923706055,37.959999084472656,37.959999084472656,6559500
ETH,2025-09-29,38.72999954223633,39.65999984741211,38.68000030517578,39.5099983215332,39.5099983215332,4794900
ETH,2025-09-30,39.279998779296875,39.34000015258789,38.540000915527344,39.18000030517578,39.18000030517578,3501400
ETH,2025-10-01,40.47999954223633,40.970001220703125,40.33000183105469,40.849998474121094,40.849998474121094,5352300
ETH,2025-10-02,41.41999816894531,42.595001220703125,40.88999938964844,42.380001068115234,42.380001068115234,6001500
ETH,2025-10-03,42.33000183105469,43.29499816894531,41.810001373291016,42.63999938964844,42.63999938964844,6188800
ETH,2025-10-06,43.27000045776367,44.6150016784668,43.15999984741211,44.529998779296875,44.529998779296875,5104300
ETH,2025-10-07,44.81999969482422,44.834999084472656,41.900001525878906,42.18000030517578,42.18000030517578,10064400
ETH,2025-10-08,42.130001068115234,42.91999816894531,41.790000915527344,42.529998779296875,42.529998779296875,5413400
ETH,2025-10-09,41.45000076293945,41.45000076293945,40.165000915527344,40.83000183105469,40.83000183105469,5248200
ETH,2025-10-10,41.11000061035156,41.369998931884766,37.20000076293945,37.61000061035156,37.61000061035156,13216600
ETH,2025-10-13,38.63999938964844,40.26499938964844,38.43000030517578,40.06999969482422,40.06999969482422,8664300
ETH,2025-10-14,37.18000030517578,39.209999084472656,36.720001220703125,38.68000030517578,38.68000030517578,12353300
ETH,2025-10-15,38.43000030517578,38.68000030517578,37.0,37.5099983215332,37.5099983215332,6686200
ETH,2025-10-16,38.09000015258789,38.31999969482422,36.244998931884766,36.43000030517578,36.43000030517578,10880300
ETH,2025-10-17,35.59000015258789,36.25,34.95500183105469,36.04999923706055,36.04999923706055,9003400
ETH,2025-10-20,37.939998626708984,38.13999938964844,36.91999816894531,37.5099983215332,37.5099983215332,5439800
ETH,2025-10-21,36.59000015258789,38.7400016784668,36.27000045776367,37.650001525878906,37.650001525878906,7913600
ETH,2025-10-22,36.290000915527344,36.5,35.58000183105469,35.81999969482422,35.81999969482422,9443200
ETH,2025-10-23,36.220001220703125,37.02000045776367,35.849998474121094,36.349998474121094,36.349998474121094,4774600
ETH,2025-10-24,37.349998474121094,37.4109992980957,36.40999984741211,37.0,37.0,4508400
ETH,2025-10-27,39.22999954223633,39.89500045776367,38.84000015258789,39.52000045776367,39.52000045776367,3649200
ETH,2025-10-28,39.02000045776367,39.33000183105469,37.90399932861328,38.060001373291016,38.060001373291016,4028900
ETH,2025-10-29,37.900001525878906,37.95000076293945,36.15999984741211,36.779998779296875,36.779998779296875,6464800
ETH,2025-10-30,35.970001220703125,35.970001220703125,34.595001220703125,34.70000076293945,34.70000076293945,5769500
ETH,2025-10-31,36.290000915527344,36.755001068115234,35.79999923706055,36.59000015258789,36.59000015258789,4670200
ETH,2025-11-03,35.04999923706055,35.209999084472656,33.52000045776367,33.7400016784668,33.7400016784668,6629500
ETH,2025-11-04,32.91999816894531,33.77000045776367,31.854999542236328,31.8799991607666,31.8799991607666,3851716
