ticker,date,open,high,low,close,adj_close,volume
,,LUMI.TA,LUMI.TA,LUMI.TA,LUMI.TA,LUMI.TA,LUMI.TA
LUMI.TA,2025-09-11,6321.0,6367.0,6156.0,6156.0,6156.0,2290002
LUMI.TA,2025-09-14,6156.0,6171.0,6049.0,6157.0,6157.0,963548
LUMI.TA,2025-09-15,6160.0,6298.0,6040.0,6160.0,6160.0,2325045
LUMI.TA,2025-09-16,6136.0,6260.0,6010.0,6205.0,6205.0,3679515
LUMI.TA,2025-09-17,6235.0,6284.0,6032.0,6037.0,6037.0,4878886
LUMI.TA,2025-09-18,6079.0,6126.0,5982.0,6044.0,6044.0,5380989
LUMI.TA,2025-09-21,6069.0,6116.0,5910.0,5910.0,5910.0,2081820
LUMI.TA,2025-09-25,5965.0,6056.0,5928.0,6014.0,6014.0,7412718
LUMI.TA,2025-09-28,6190.0,6290.0,6151.0,6290.0,6290.0,2749488
LUMI.TA,2025-09-29,6330.0,6371.0,6201.0,6300.0,6300.0,4196024
LUMI.TA,2025-09-30,6361.0,6529.0,6332.0,6529.0,6529.0,5908596
LUMI.TA,2025-10-05,6529.0,6529.0,6529.0,6529.0,6529.0,0
LUMI.TA,2025-10-08,6329.0,6360.0,6224.0,6283.0,6283.0,3413611
LUMI.TA,2025-10-09,6383.0,6450.0,6313.0,6450.0,6450.0,5212117
LUMI.TA,2025-10-12,6365.0,6451.0,6354.0,6420.0,6420.0,1451918
LUMI.TA,2025-10-15,6509.0,6514.0,6391.0,6439.0,6439.0,4154393
LUMI.TA,2025-10-16,6415.0,6422.0,6197.0,6228.0,6228.0,6035964
LUMI.TA,2025-10-19,6270.0,6270.0,6114.0,6203.0,6203.0,1834001
LUMI.TA,2025-10-20,6264.0,6391.0,6264.0,6391.0,6391.0,2519709
LUMI.TA,2025-10-21,6391.0,6398.0,6273.0,6315.0,6315.0,1817347
LUMI.TA,2025-10-22,6320.0,6386.0,6276.0,6385.0,6385.0,2568829
LUMI.TA,2025-10-23,6340.0,6425.0,6340.0,6410.0,6410.0,3264603
LUMI.TA,2025-10-26,6474.0,6474.0,6364.0,6381.0,6381.0,758516
LUMI.TA,2025-10-27,6400.0,6473.0,6393.0,6460.0,6460.0,2907358
LUMI.TA,2025-10-28,6475.0,6506.0,6432.0,6460.0,6460.0,2957703
LUMI.TA,2025-10-29,6503.0,6510.0,6449.0,6504.0,6504.0,2781242
LUMI.TA,2025-10-30,6530.0,6633.0,6489.0,6633.0,6633.0,8616686
LUMI.TA,2025-11-02,6667.0,6700.0,6550.0,6576.0,6576.0,1384645
LUMI.TA,2025-11-03,6620.0,6740.0,6539.0,6725.0,6725.0,3511602
LUMI.TA,2025-11-04,6696.0,6712.0,6569.0,6620.0,6620.0,4805065
