date,open,high,low,close,adj_close,volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2025-10-23,252.97999572753906,255.0399932861328,251.85000610351562,253.0800018310547,253.0800018310547,19901400
2025-10-24,256.5799865722656,261.67999267578125,255.32000732421875,259.9200134277344,259.9200134277344,28655100
2025-10-27,264.82000732421875,270.1400146484375,264.2799987792969,269.2699890136719,269.2699890136719,35235200
2025-10-28,269.69000244140625,270.7300109863281,266.5,267.4700012207031,267.4700012207031,29738600
2025-10-29,267.75,275.3399963378906,267.6700134277344,274.57000732421875,274.57000732421875,43580300
2025-10-30,291.5899963378906,291.5899963378906,280.05999755859375,281.4800109863281,281.4800109863281,74876000
2025-10-31,283.2099914550781,286.0,277.0299987792969,281.19000244140625,281.19000244140625,39267900
2025-11-03,282.17999267578125,285.5299987792969,279.79998779296875,283.7200012207031,283.7200012207031,29786000
2025-11-04,276.75,281.2699890136719,276.260009765625,277.5400085449219,277.5400085449219,30078400
2025-11-05,278.8699951171875,286.4200134277344,277.3399963378906,284.30999755859375,284.30999755859375,31010300
2025-11-06,285.3299865722656,288.3500061035156,281.1400146484375,284.75,284.75,37173600
2025-11-07,283.2099914550781,283.7799987792969,275.19000244140625,278.8299865722656,278.8299865722656,34479600
2025-11-10,284.4200134277344,290.79998779296875,282.8599853515625,290.1000061035156,290.1000061035156,29557300
2025-11-11,287.75,291.9200134277344,287.32000732421875,291.30999755859375,291.30999755859375,19842100
2025-11-12,291.67999267578125,292.010009765625,283.69000244140625,286.7099914550781,286.7099914550781,24829900
2025-11-13,282.3399963378906,282.8399963378906,277.239990234375,278.57000732421875,278.57000732421875,29494000
2025-11-14,271.4100036621094,278.55999755859375,270.70001220703125,276.4100036621094,276.4100036621094,31647200
2025-11-17,285.7799987792969,293.95001220703125,283.57000732421875,285.0199890136719,285.0199890136719,52670200
2025-11-18,287.9200134277344,288.79998779296875,278.20001220703125,284.2799987792969,284.2799987792969,49158700
2025-11-19,287.1600036621094,303.80999755859375,286.6300048828125,292.80999755859375,292.80999755859375,68198900
2025-11-20,304.5400085449219,306.4200134277344,288.6700134277344,289.45001220703125,289.45001220703125,62025200
2025-11-21,296.4200134277344,303.9200134277344,293.8500061035156,299.6600036621094,299.6600036621094,74137700
2025-11-24,311.1300048828125,319.4800109863281,309.6000061035156,318.5799865722656,318.5799865722656,85165100
2025-11-25,326.2099914550781,328.8299865722656,317.6499938964844,323.44000244140625,323.44000244140625,88632100
2025-11-26,320.67999267578125,324.5,316.7900085449219,319.95001220703125,319.95001220703125,51373400
2025-11-28,323.3699951171875,326.8500061035156,316.7900085449219,320.17999267578125,320.17999267578125,26018600
2025-12-01,317.70001220703125,319.8500061035156,313.8900146484375,314.8900146484375,314.8900146484375,41183000
2025-12-02,316.739990234375,318.3800048828125,313.9100036621094,315.80999755859375,315.80999755859375,35854700
2025-12-03,315.8900146484375,321.5799865722656,314.1000061035156,319.6300048828125,319.6300048828125,41792400
2025-12-04,322.20001220703125,322.3599853515625,314.7117004394531,316.8699951171875,316.8699951171875,14547655
